사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
20-Jul,6호선,447,광흥창(서강),4,0,2792,1292,7053,5043,18913,17087,23595,39067,14116,19005,10312,9534,10803,8010,10414,8176,10209,9183,10332,9209,12094,9701,12844,11173,20464,13288,33923,21491,14929,16127,9321,9694,8868,8504,6236,8650,2372,5407,3,231,0,0,0,0,0,0
20-Jul,6호선,448,대흥(서강대앞),22,0,2087,862,5371,4250,14579,14044,19767,32363,11644,17684,8847,11147,8827,8779,10255,10539,10821,11091,10068,10833,12032,9538,13806,12661,19878,13707,26723,21919,12127,15188,9223,8715,9233,7620,9171,7378,3152,5372,6,213,0,0,0,0,0,0
20-Jul,6호선,449,공덕,82,1,4983,2178,7948,9778,21022,38575,28847,101851,19232,52725,15397,22956,18369,17728,18688,17538,20946,18382,21361,17896,24842,18228,30555,18802,51110,25625,89904,42067,36432,26994,26482,14496,27755,13575,22205,11629,9785,8397,104,3047,0,0,0,0,0,0
20-Jul,6호선,450,효창공원앞,4,0,2362,617,5193,4526,16046,6849,26189,22023,14247,12735,8366,6881,7861,6518,8534,6376,8703,7217,8459,6659,8448,8391,11129,8680,14416,11319,22326,18534,11088,13460,6811,8139,6162,7503,4344,6796,1736,4623,5,542,0,0,0,0,0,0
20-Jul,6호선,451,삼각지,2,0,1126,749,2710,4466,6892,12904,9816,23839,6668,9132,4413,4425,5503,4524,6456,4930,7069,4986,7174,4968,8507,4931,10141,5746,16854,7659,24760,11066,10845,7526,7693,4892,7980,4921,6659,5854,3118,4317,8,328,0,0,0,0,0,0
20-Jul,6호선,452,녹사평(용산구청),17,0,1145,356,1775,3709,4848,9147,7592,17152,5383,7269,4151,5818,4466,5317,4836,6410,5292,6474,5653,6846,7175,6576,9433,8448,11641,9648,16933,13961,10143,9980,8614,5588,9797,4500,9860,4015,4509,2485,3,286,0,0,0,0,0,0
20-Jul,6호선,453,이태원,2,0,3201,972,4724,6150,9048,10528,13928,25422,10026,19118,7701,13365,8572,12360,10270,13401,11101,14263,12148,14050,14183,14977,18015,16286,22145,20658,28218,27773,19754,21704,16863,12830,18630,10853,18832,9294,10078,6730,4,945,0,0,0,0,0,0
20-Jul,6호선,454,한강진,6,0,567,639,1215,7299,3322,19000,5006,37264,3638,28452,2972,14751,3447,13392,4365,12779,5018,16221,6577,12206,10123,11871,19026,11668,25750,16812,32692,21235,22774,13009,16975,4250,21797,3204,19718,2480,4285,2067,6,1629,0,0,0,0,0,0
20-Jul,6호선,455,버티고개,2,1,802,244,1844,1320,4986,2827,7886,5769,4708,3144,3182,2444,2789,2136,3117,2318,2930,2695,2775,2874,3507,3265,3155,3376,4749,4444,6451,6498,3485,5478,2154,3139,1569,3037,1492,3076,582,2194,2,116,0,0,0,0,0,0
20-Jul,6호선,456,약수,3,0,1336,254,1884,2266,4898,5934,7019,17636,5088,8283,4267,4584,4078,4701,4806,4332,4821,4784,5176,4635,5257,4470,6437,5101,8744,6062,12536,8851,6566,5728,4921,3260,4869,2747,4010,2930,1721,1904,1,173,0,0,0,0,0,0
20-Jul,6호선,457,청구,5,0,1620,489,3139,2626,7143,6509,10142,24507,5829,10721,4055,4817,4083,3872,4118,3923,4582,4167,4069,3928,4376,4329,5923,4969,7324,5998,13460,7750,8663,5451,5117,3614,4585,3486,3162,3475,1421,2355,6,329,0,0,0,0,0,0
20-Jul,6호선,458,신당,155,4,8378,998,5897,5646,6810,17132,10435,43141,9663,22992,8266,13393,9452,9797,11246,7610,9252,8652,9777,7147,11654,7188,16045,7716,17061,9625,27227,12585,14860,18041,11549,10654,11109,6902,9995,6881,4485,10338,4,1069,0,0,0,0,0,0
20-Jul,6호선,459,동묘앞,117,0,4745,715,4499,4524,8815,9224,11789,27067,10068,21562,9219,14210,11471,13167,14171,12415,13729,13297,15048,13623,17142,13408,19772,12885,22189,12972,25910,15497,13398,11571,8623,7267,6998,6993,5813,7056,2213,7822,9,967,0,0,0,0,0,0
20-Jul,6호선,460,창신,13,0,2577,427,5170,1861,14745,5858,17618,6285,8561,3278,4503,2521,4193,2170,4079,2851,4113,2780,3516,3091,4011,3402,5497,4412,4847,5053,4915,9063,2923,7785,2499,4531,1776,4600,1248,4397,534,3166,0,119,0,0,0,0,0,0
20-Jul,6호선,461,보문,10,0,3669,997,7063,3632,20511,8597,30508,19308,16451,9291,9303,6459,8424,6131,9320,6616,10172,6701,8635,7085,8824,7711,11139,9399,13023,12643,17634,21158,9774,17935,6448,10801,5783,10114,4976,11710,2569,9030,1,236,0,0,0,0,0,0
20-Jul,6호선,462,안암(고대병원앞),56,0,1944,1167,3131,5745,8632,15243,12198,33962,10313,31799,11034,18092,12392,14212,13585,14113,13735,17716,15313,13925,18249,12976,25723,12381,34964,16165,32221,20276,17103,17272,14731,10307,15706,9716,16529,10963,8382,9425,1,1242,0,0,0,0,0,0
20-Jul,6호선,463,고려대(종암),11,1,3497,720,7355,3964,21257,10647,26470,26023,13563,11406,8703,7534,8864,7182,9637,8301,10851,9267,9512,8347,10319,8795,14942,10189,20009,12988,19779,21575,9394,18322,7038,10717,7473,10814,5685,10370,2016,8599,3,251,0,0,0,0,0,0
20-Jul,6호선,464,월곡(동덕여대),17,0,6485,1014,12985,3856,41776,7016,46000,23244,23337,16043,15429,10635,13846,10182,14340,11679,14236,11642,13208,12502,13710,14491,15655,18835,17623,22373,23656,39683,12801,33444,8973,18698,7702,17149,5835,15989,2697,11160,1,263,0,0,0,0,0,0
20-Jul,6호선,465,상월곡(한국과학기술연구원),16,0,4689,546,8530,1899,25424,2834,28888,12437,14787,6526,9159,4738,7866,4597,7852,5341,7756,5620,6860,5908,6958,7121,7548,8971,8028,11283,10440,18246,6136,17001,3336,10137,2509,9159,2124,8721,1080,6668,2,211,0,0,0,0,0,0
20-Jul,6호선,466,돌곶이,51,0,6063,795,12549,3881,34432,6347,38726,16778,18904,11337,12472,10353,10972,8626,11730,9158,13148,9764,14098,9876,11747,12166,11753,13661,13656,18675,14186,29903,9468,27251,6026,15236,6025,12255,7723,12951,2056,9184,0,173,0,0,0,0,0,0
20-Jul,6호선,467,석계,852,3,8366,1991,20966,5003,52886,7308,57459,12725,29256,9446,18984,9192,15827,9979,16646,11843,16142,12484,14323,13908,13772,17691,14731,22710,15805,30829,15466,51309,11267,48282,8324,26003,7309,22345,6252,21873,3407,15533,54,1296,0,0,0,0,0,0
20-Jul,6호선,468,태릉입구,11,0,4060,1034,7184,2904,18947,3887,22069,8013,10562,6469,7024,4806,6606,5246,7128,6011,7195,6387,7043,6713,6641,7358,7104,10131,8359,12636,8682,23092,6002,20096,4526,10474,4117,10607,3482,9263,1692,8224,3,1622,0,0,0,0,0,0
20-Jul,6호선,469,화랑대(서울여대입구),2,0,5730,1067,21456,3367,63927,6986,56482,12844,25606,6693,15737,5756,13895,6283,14059,7884,12747,7839,11647,8789,12551,10037,14994,13168,14109,19382,13252,35814,7014,33990,4779,18633,3962,16757,3265,15412,1471,11768,0,1318,0,0,0,0,0,0
20-Jul,6호선,470,봉화산(서울의료원),9,0,5160,1083,16133,2852,51323,5983,43670,11766,19294,6364,13051,6011,11043,5985,11257,7190,10626,8770,9755,8931,9136,10840,9770,13022,12075,18223,10810,31279,5455,30933,4091,17362,3756,14544,2933,15143,1165,9839,2,1197,0,0,0,0,0,0
20-Jul,6호선,471,신내,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Jul,7호선,472,장암,0,0,1542,133,6495,1435,17564,1095,10965,1981,3889,2662,2011,2944,1532,1798,1840,1754,2187,1227,2386,1022,2928,1074,3659,1101,3970,1454,3555,2851,2106,3230,1288,1652,874,913,383,703,132,566,0,14,0,0,0,0,0,0
20-Jul,7호선,473,도봉산,48,0,4717,930,18418,5759,55158,7946,42170,12294,19931,14203,11752,15245,9867,12258,11132,11272,10553,10945,10421,11237,10556,12867,12856,15226,12608,19773,11761,34188,6872,42642,4517,23511,2729,19777,2244,19834,817,14592,32,2886,0,0,0,0,0,0
20-Jul,7호선,474,수락산,16,1,9371,874,22147,5765,53172,8921,48264,17982,26194,17658,17854,17296,16640,14970,17225,14998,17875,13081,17880,13937,18016,16618,19186,20678,20188,25127,21267,40384,13119,45347,8675,26610,7408,21166,5404,20642,2116,13550,27,2487,0,0,0,0,0,0
20-Jul,7호선,475,마들,5,0,9520,1484,23195,4996,62714,8273,53802,10369,26755,8911,18782,8846,16483,9544,16564,10691,14570,11584,13481,12758,14132,15722,13973,18674,13462,24168,12241,40385,7282,43271,5629,24035,4199,20516,3453,19886,1277,14075,4,1558,0,0,0,0,0,0
20-Jul,7호선,476,노원,39,0,8224,2376,15080,7621,38901,19153,37828,48284,28112,43119,26387,32213,29091,28151,30056,29959,31168,34729,32701,34943,35905,37285,39279,37295,41896,43806,47496,61046,29186,54504,29537,27117,23982,21236,26312,18475,8621,14795,56,1810,0,0,0,0,0,0
20-Jul,7호선,477,중계,15,1,9239,2089,23831,4795,66116,16762,63834,24377,32346,11746,22264,9515,19374,9493,19431,12747,17250,13706,15034,13812,16686,15992,20484,18462,21076,25630,17577,42468,9444,45829,6945,26036,6731,22162,6017,21733,1871,15030,6,1342,0,0,0,0,0,0
20-Jul,7호선,478,하계,9,0,8332,1552,24509,6902,72536,17933,72813,26035,37349,17757,25792,14517,24336,15004,24440,18263,23818,20316,22428,19834,25962,22066,28284,26760,28009,33132,25499,55523,14986,57704,11348,31325,11651,27950,10180,26413,3002,19179,9,1603,0,0,0,0,0,0
20-Jul,7호선,479,공릉(서울과학기술대),15,0,6403,1224,14250,4255,38710,12879,43105,22583,22943,13457,16708,10576,15426,10025,16320,12779,15722,13728,15183,13721,17795,15968,18722,19334,19678,24876,23067,39909,12612,38244,10087,21564,9414,18880,8357,17958,3893,14484,2,864,0,0,0,1,0,0
20-Jul,7호선,480,태릉입구,138,0,7346,1661,7854,4814,22224,8066,27136,17690,15558,10409,10857,7830,10098,7864,10834,8530,11037,8861,11211,8809,11876,9891,13387,11974,16371,14913,18253,23333,11088,21546,8038,13083,8062,11503,6651,11844,2935,8255,25,4336,0,0,0,0,0,0
20-Jul,7호선,481,먹골,41,0,7599,783,13552,3056,39166,5274,46132,14595,25139,9539,15118,8798,13121,8788,13868,9649,13791,10517,12809,11416,12057,13673,12181,17754,14080,22890,16097,36067,10275,35455,6847,19828,6274,17209,4794,16394,2249,11026,6,1144,0,0,0,0,0,0
20-Jul,7호선,482,중화,3,0,8775,1091,14795,4382,38845,8380,50401,23203,26065,11134,16071,8667,13775,9193,14785,10323,13648,10356,12424,11455,12660,14950,14349,17982,17116,22991,19219,37600,12105,35489,8005,20410,7109,18594,5510,18063,2129,11591,11,1242,0,0,0,0,0,0
20-Jul,7호선,483,상봉(시외버스터미널),412,5,10568,1894,19510,7057,53643,14609,70994,33992,35014,20975,20987,14067,18916,14936,20721,16939,20391,17333,19125,17837,19821,20380,23943,24770,30807,33158,33413,58295,22836,53789,17176,29984,16529,25761,13120,23039,5865,16841,47,1965,0,0,0,0,0,0
20-Jul,7호선,484,면목,28,0,13043,1284,23695,6350,60631,9010,75850,22646,39295,14749,22245,12630,19312,13099,20053,13647,18959,15110,16769,16484,16338,20966,18761,27567,19672,34484,21494,54214,16805,52341,10388,29843,7946,26354,5923,24531,2593,16488,3,1750,0,1,0,0,0,0
20-Jul,7호선,485,사가정,13,0,11053,1883,21121,8012,52426,12276,67353,26609,37997,15933,22925,14635,20034,14868,21561,15590,20575,16274,18818,17976,19191,22844,21222,26817,24627,35720,25145,58763,18274,52122,13077,29348,11289,25538,9432,24482,3966,14493,9,1753,0,0,0,0,0,0
20-Jul,7호선,486,용마산(용마폭포공원),5,0,5338,759,11224,2935,25219,4285,30499,10376,15975,5667,9032,4887,7844,4738,7331,5003,7181,5353,5879,6023,6126,8004,7510,9778,7491,12045,7845,21205,5133,19442,3159,10946,2511,10223,1904,10374,919,6253,0,766,0,0,0,0,0,0
20-Jul,7호선,487,중곡,2,0,5762,605,12706,4296,32929,10057,47335,18319,26797,9598,14790,8090,13149,7910,13309,8669,12048,9678,11058,10493,12632,13436,14440,14911,15927,19076,14102,31970,9571,28357,6526,16088,5258,15035,4344,14284,1787,9690,5,283,0,0,0,0,0,0
20-Jul,7호선,488,군자(능동),43,0,9236,951,14561,7541,35804,8510,60479,27005,37072,15570,18697,10833,15330,10168,16369,10540,16574,11323,15974,12049,16307,15401,18627,17762,23904,24547,32084,42209,20185,35744,15759,19701,15388,17562,13521,16810,6272,11141,14,763,0,1,0,0,0,0
20-Jul,7호선,489,어린이대공원(세종대),12,0,3809,1268,7023,9470,17363,14419,31747,37316,20589,26269,11714,15020,11541,12068,13819,13096,14217,14804,13749,13678,17333,14051,23955,15086,28826,19227,33956,27380,18102,22435,13843,13780,13885,12519,13482,12485,6476,9273,5,383,0,0,0,0,0,0
20-Jul,7호선,490,건대입구,48,1,4789,909,4737,7364,12809,18105,20481,31273,14758,27814,11367,18421,12343,17039,14103,19262,15226,22174,17364,20167,21156,20251,25336,21452,33695,27461,34602,42710,23676,30098,27258,15482,23729,13172,22606,10924,11551,7171,2,3500,0,0,0,0,0,0
20-Jul,7호선,491,뚝섬유원지,15,0,5150,548,9339,4260,22092,5793,30575,12020,18924,8691,9639,6524,7923,7327,8158,8763,8870,10665,8070,12436,9627,15991,12450,18846,14753,26394,17224,38832,14190,30797,17765,18484,24084,15244,25007,12403,10512,6916,4,446,0,0,0,0,0,0
20-Jul,7호선,492,청담,44,0,2953,4089,6455,28483,10285,62669,13740,159151,11440,97842,11144,36945,12922,21261,14928,18783,17663,22357,20284,18363,29601,16447,36549,16720,60839,19852,116293,21342,60236,14663,34522,9657,31888,8962,25349,6069,6797,4509,12,2555,0,0,0,0,0,0
20-Jul,7호선,493,강남구청,4,0,1720,1900,4035,12119,6831,33014,9718,112324,7803,96893,7557,34306,9495,21637,10979,18659,13874,19875,17297,16778,22700,15185,25732,15089,40925,16857,89805,19810,52964,13352,31581,8487,32326,6936,26056,5369,8878,4477,17,516,0,0,0,0,0,0
20-Jul,7호선,494,학동,1,0,2441,2719,5027,23140,8364,54986,11134,196637,10019,139865,9761,46833,11998,24463,14899,20317,17806,23360,23700,20527,29377,17085,34759,17154,67082,18968,171975,20208,81163,13308,40175,8245,36512,6401,27358,5013,9900,3763,24,283,0,0,0,0,0,0
20-Jul,7호선,495,논현,21,0,3311,1593,5351,17291,8972,47997,15577,127473,13462,101239,10899,38625,12964,23548,14743,21163,16894,24787,20083,22462,24871,20165,29820,22042,54330,27490,108015,37121,62661,23978,38367,12994,40750,10464,38201,8296,16900,6192,53,538,0,0,0,0,0,0
20-Jul,7호선,496,반포,1,0,1262,701,3489,6602,9139,12739,11802,22410,7982,18031,5450,8850,5581,9137,7288,9400,7915,9076,8213,7980,10296,7804,13881,7859,15680,9316,19218,12142,12482,8216,9785,5011,10607,4326,9192,4180,2533,2558,12,196,0,0,0,0,0,0
20-Jul,7호선,497,고속터미널,32,0,1110,2655,3070,22164,9378,38891,16501,54511,18651,34681,17992,23078,21202,20900,21600,19923,22333,22657,22511,21333,30751,16727,34328,16116,51792,17777,53184,20989,31303,14200,30266,8351,27909,8506,23494,4938,6899,3126,29,357,0,0,0,0,0,0
20-Jul,7호선,498,내방,1,0,2371,1455,7297,11183,18008,24114,27829,85991,18795,43494,13128,18800,13377,14348,14560,14017,16484,16476,17038,15383,18666,15120,23604,16872,35742,20496,74286,29902,27397,21344,18690,12426,18797,10862,13876,9769,4274,6043,9,3102,0,0,0,0,0,0
20-Jul,7호선,499,이수,36,0,5279,1108,8693,9502,27114,14418,43362,44326,26924,29366,17333,18497,17164,16485,18096,17043,19501,19160,19830,19850,21813,21122,25073,25379,30107,33594,44775,56494,25668,39778,23360,20771,25263,17544,24442,15946,12463,9884,31,924,0,0,0,0,0,0
20-Jul,7호선,500,남성,5,0,5854,736,12765,4037,40121,6311,59301,14653,31232,10197,17259,9030,14407,9359,13942,9951,14525,11479,12495,12023,12396,14359,12909,17555,14564,23883,15660,41983,9588,32453,8319,19791,7965,17706,6289,16418,2693,10986,26,799,0,0,0,0,0,0
20-Jul,7호선,501,숭실대입구(살피재),11,0,5790,846,12043,3797,38062,7732,55412,15166,27645,17029,15611,11090,13877,10621,14905,11703,15479,13044,13444,13329,13987,16237,16407,19092,20829,25885,18295,45587,11322,35840,8971,21327,9208,19761,8702,18821,4138,13841,17,1428,0,0,0,0,0,0
20-Jul,7호선,502,상도,2,0,4475,1605,10694,7450,32751,8211,44174,16928,25116,13853,14983,9821,13246,9050,12946,10193,13424,11176,12641,11278,13289,13151,16481,15137,19043,21423,18923,36717,9951,28375,8001,17039,7919,15926,7385,15499,3498,10768,14,989,0,0,0,0,0,0
20-Jul,7호선,503,장승배기,13,0,6979,1064,12392,4335,31838,9092,45493,19409,26130,10650,14969,9388,12435,9248,13177,9979,13665,10877,12116,11422,11820,13982,13313,15924,14372,21621,17253,35657,9290,28821,7433,16691,7555,16165,6595,14636,2479,9695,12,830,0,0,0,0,0,0
20-Jul,7호선,504,신대방삼거리,9,0,10503,1662,17731,7680,52421,14181,81406,34327,42297,19138,22670,13462,19304,12042,20305,13519,19507,15316,17843,16160,18685,19810,21782,23072,24090,31750,31494,59952,16589,49146,12947,28633,10734,25741,9157,23693,4011,17119,16,1275,0,0,0,0,0,0
20-Jul,7호선,505,보라매,32,0,6686,2046,8339,6967,23266,20279,33719,45574,19776,13922,11369,8397,10857,7825,11247,9254,11471,9392,11024,9002,14853,10088,14954,11503,18863,17350,35793,29197,12818,23099,9064,13205,8171,11819,6194,11361,2463,7672,2,907,0,0,0,0,0,0
20-Jul,7호선,506,신풍,44,2,10331,1788,15224,7297,38776,11137,48546,20905,26447,11545,14994,9368,12701,9087,13540,9671,13076,11093,12077,10787,12670,13873,15190,16310,17965,25044,20420,39106,11263,30103,8162,17441,7158,16719,4996,16038,1978,9648,4,1994,0,0,0,0,0,0
20-Jul,7호선,507,대림(구로구청),32,0,12117,1261,8479,4265,14976,6763,20891,18596,15563,12961,10568,11989,10410,12296,11600,11493,11560,11808,12051,11514,12977,12736,14157,13947,16150,20079,18333,23059,11853,15368,9332,10767,7882,12753,6179,11271,3076,5250,22,239,0,0,0,0,0,0
20-Jul,7호선,508,남구로,8,0,18078,1958,15130,7188,29938,30900,34509,107145,22021,49253,14116,18032,12665,14269,13683,13390,13683,14115,13341,13195,14820,15321,17628,18302,37595,30820,82072,32746,36522,22480,18939,15422,13915,17002,9554,15129,3703,8314,24,535,0,0,0,0,0,0
20-Jul,7호선,509,가산디지털단지,596,4,6891,5809,8637,23432,21211,124330,22657,410689,17400,231810,16461,59803,20985,36202,26064,32529,30682,34023,35911,30380,45581,27934,63660,25935,176862,27936,341246,34306,142634,25347,76198,13782,65415,11207,36348,10763,12544,7104,113,1029,2,2,0,0,0,0
20-Jul,7호선,510,철산,4,0,11572,4958,30316,11135,89783,16533,94914,34058,45986,24651,28107,19774,25568,19287,26303,21765,25921,24251,23618,24992,25418,28250,29856,34813,36360,53469,36712,97450,22497,83900,20153,41605,20506,35688,18325,33258,7592,20816,102,4183,0,0,0,0,0,0
20-Jul,7호선,511,광명사거리,167,3,24248,5650,32991,12619,86229,16874,103100,29173,52125,23853,31359,21375,28466,23444,30009,25196,30542,26572,28004,27894,27889,33618,32176,40379,36518,55114,35166,91478,23226,73475,18835,40392,14826,35353,10565,31681,4074,19144,57,3345,0,0,0,0,0,0
20-Jul,7호선,512,천왕,40,0,7293,925,15944,4718,45548,7734,54434,13254,26968,7332,14088,6323,11726,7188,11786,8777,11917,9109,10310,9317,10789,11510,12613,14938,12507,20711,12987,40458,6954,36036,5108,18880,3927,16400,3348,14686,1099,9722,28,1694,0,0,0,0,0,0
20-Jul,7호선,513,온수(성공회대입구),72,1,8498,1056,16776,4287,51159,11918,60631,16880,24430,7704,12483,6173,10386,6198,11798,7749,11057,8277,9096,8402,9734,10642,14027,13273,13816,20533,14061,42714,6569,35811,5290,19485,4863,17667,3343,15197,1438,11564,27,4217,0,0,0,0,0,0
20-Jul,7호선,514,까치울,4,0,4144,1034,11314,4190,32211,5817,39876,9999,17798,5008,9494,4714,7989,6580,8383,7328,9048,7312,8091,7012,8578,8010,9982,11102,10705,18310,11086,29777,6672,26889,5576,15312,4604,12660,3437,12830,1007,7480,0,14,0,0,0,0,0,0
20-Jul,7호선,515,부천종합운동장,25,0,3424,1062,6263,2953,17207,5498,20266,12172,9773,4954,5768,3555,5483,2922,4982,3132,4699,3799,4312,3568,4528,4119,5288,4802,7749,7346,10707,12925,4390,11352,3057,6669,2511,5737,1740,5284,605,3817,0,10,0,0,0,0,0,0
20-Jul,7호선,516,춘의,0,0,5031,1364,9883,6217,24035,26359,24884,50873,13240,18658,9232,8088,7832,6206,8446,6358,8641,7465,8352,7149,9281,7581,11307,8498,26564,11567,41547,19764,15321,17924,9898,11597,7832,10478,5039,8291,1427,6638,4,41,0,0,0,0,0,0
20-Jul,7호선,517,신중동,7,0,5597,1776,17151,5927,46897,16056,44597,47498,21325,26390,15352,15160,15114,12571,16449,13519,16103,15572,16168,15572,17737,16153,20836,19442,26145,25644,44720,44628,19061,45360,19932,21113,12564,17659,11015,16333,4843,13951,1,585,0,0,0,0,0,0
20-Jul,7호선,518,부천시청,18,5,5891,2253,16402,6695,45623,14664,42112,26318,18781,18174,12675,11837,12616,11294,13577,12114,13345,13737,13483,14218,15607,14096,18545,17209,22807,20794,25039,41879,15378,40744,16231,19907,12045,15398,10121,13945,3718,10776,2,1033,0,0,0,0,0,0
20-Jul,7호선,519,상동,9,0,4581,1876,16210,5478,41477,11612,37310,28598,17377,26167,12573,14800,13325,14643,14868,15750,14980,17367,15499,17425,17347,17309,20720,19828,23393,26824,30109,46176,18288,40030,15854,21190,18153,15676,16653,14316,5710,10289,31,1529,0,0,0,0,0,0
20-Jul,7호선,520,삼산체육관,8,0,2729,233,10428,1130,24587,3206,22596,5525,9697,2961,5981,2556,6112,2877,5765,3716,5250,3806,5151,3939,5048,5069,6153,5938,5513,9459,5449,17833,3004,15803,2234,9476,1887,7898,1573,7516,675,5018,5,1228,0,0,0,0,0,0
20-Jul,7호선,521,굴포천,5,0,6643,496,15509,3204,36920,5162,37047,11472,18284,8368,11034,6501,10484,6948,10574,7710,10064,8701,9498,9202,9058,10354,10291,12762,11344,19589,13707,36957,7738,36870,6028,20235,5831,16394,4878,14376,2527,8994,58,2066,0,0,0,0,0,0
20-Jul,7호선,522,부평구청,46,0,8596,789,22333,5707,66053,10468,55025,13899,23590,6358,13211,5191,11963,5701,12203,6582,11218,7515,9549,8301,10018,9547,11220,11835,17079,17698,16179,34373,9052,39936,6907,22079,5804,17517,4406,17111,1527,11441,0,2500,0,0,0,0,0,0
20-Jul,8호선,523,암사,36,0,14134,1084,26730,6352,84041,9007,106157,17847,51130,13864,25732,11081,21995,13075,23080,14546,21903,16316,19177,17123,18261,23757,19591,27484,21477,39782,23962,73385,13809,58727,10335,32181,8567,31428,6397,27260,2350,17114,5,2507,0,0,0,0,0,0
20-Jul,8호선,524,천호(풍납토성),20,0,11511,1647,18321,11000,45763,17414,63146,32781,35718,25533,19420,18320,18389,19137,19776,20327,20646,22790,19786,23224,20578,28059,23464,32645,28205,44234,34413,74519,21841,56244,19059,29834,15132,26361,12569,23021,5092,15049,11,2530,0,0,0,0,0,0
20-Jul,8호선,525,강동구청,39,1,4648,1002,11510,4900,32202,14494,41999,36914,22778,14335,13208,9962,12064,8966,12316,10087,12791,10938,11995,12080,12207,12493,14164,16680,17943,21248,28513,36505,10848,27790,8051,16026,7254,14236,5281,14303,1751,7736,11,985,0,0,0,0,0,0
20-Jul,8호선,526,몽촌토성(평화의문),3,0,1603,1249,3478,5579,9847,9390,14192,26010,8529,13586,5138,6721,5290,6298,5770,6002,5931,6410,6347,5605,7121,6369,9593,6977,13637,8953,21691,14143,9108,10535,6321,6373,6374,5523,4562,5504,2243,2819,4,270,0,0,0,0,0,0
20-Jul,8호선,527,잠실(송파구청),9,0,1446,2078,4279,9771,8682,28284,13316,75187,9459,40189,8766,20855,11588,24890,13256,23549,15372,26604,19245,23571,24025,25237,28618,23947,41071,29492,62196,40029,35966,23358,31543,11875,28333,8620,23283,6412,7482,3924,11,623,0,0,0,0,0,0
20-Jul,8호선,528,석촌,0,0,3309,687,5418,3942,16900,7822,24332,23198,12927,16922,8908,11261,8849,10228,9378,11276,10047,11852,9528,12393,10165,12075,11853,14770,14568,18142,19614,28995,11077,20714,9173,11725,9311,10228,8027,8818,3122,6396,12,657,0,0,0,0,0,0
20-Jul,8호선,529,송파,3,0,2768,558,10032,4377,31327,12711,36168,19590,19506,10184,12588,7594,12201,6906,12064,9062,12208,8778,10733,10085,13238,11044,14569,14244,14002,17959,18233,30198,9180,24535,6313,13699,5370,13154,3847,11120,1552,7618,7,961,0,0,0,0,0,0
20-Jul,8호선,530,가락시장,24,0,2805,2432,5593,6852,10186,13840,13208,39470,9866,19115,9618,12287,9872,10770,9472,10734,10496,10259,11020,10250,12838,11050,14096,12177,17593,14240,29092,20994,12767,15499,10120,9634,11445,8542,9397,6714,3624,4591,13,2354,0,0,0,0,0,0
20-Jul,8호선,531,문정,7,0,2393,2835,6772,11292,22777,43085,32473,171753,19448,81293,14276,25672,15051,18593,16688,15613,19680,19927,22243,16679,26009,18430,27986,17597,63278,23460,131738,32247,45507,26202,28728,14923,26031,12066,20345,11825,5430,7251,1,115,0,0,0,0,0,0
20-Jul,8호선,532,장지,3,0,5365,2103,17743,9505,49830,24106,57190,51733,29495,34288,17575,17998,16501,21536,18905,19666,20171,20019,19446,20305,21971,22871,27629,24332,36560,33543,52600,51662,28764,36990,22474,21504,21972,17896,14530,17559,4001,11018,0,38,0,0,0,0,0,0
20-Jul,8호선,533,복정,13,1,4120,2364,11095,9361,32113,12717,41117,19238,23261,10923,12890,7533,10549,7521,11021,9413,10839,8297,10608,9526,12175,10561,14675,13220,22506,18840,26469,32910,16265,25625,9610,15114,7876,14094,7513,13049,2299,6429,3,798,1,1,0,0,0,0
20-Jul,8호선,534,산성,4,0,4682,581,7657,3416,18774,4361,23557,8883,12847,6171,7709,5764,6995,4491,6746,5124,6817,5325,7370,5786,6796,6847,8235,9096,9004,10594,7682,17762,4134,15734,3282,10583,2387,9518,1505,9064,638,5073,1,846,0,0,0,0,0,0
20-Jul,8호선,535,남한산성입구(성남법원.검찰청),5,0,9817,1376,20529,4946,50310,11216,65376,24529,32130,15208,18969,11215,17635,9892,17497,11281,16621,12441,15689,12930,15428,15947,16931,18988,20894,23279,24103,42557,11423,36836,7105,22983,5554,21113,3652,20966,1324,12408,8,2056,0,0,0,0,0,0
